Services,Description,Date,Tender Number,Department,Tender Type,Province,Date published,Closing date,Place where service will be required,Special conditions,Contact person,Contact email,Contact phone,Contact fax,Briefing Session,Is briefing required,Briefing date and time,Briefing venue,Tender documents
"Professional, scientific and technical activities",Provision for a panel of professional mechanical engineering consultants,24/08/2023,Service 4,Majuba Tvet college,Request for Proposal,KwaZulu-Natal,24.08.2023,14.09.2023,83 Allen Street - CBD - CBD - 2940,Please see the attached advert for further details,Peggy Mazibuko,peggy.mazibuko@majuba.edu.za,034-326-4888,034-326-4111,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=47be9519-04ce-487b-acd7-118e3b17dd5c.pdf&downloadedFileName=PROFESSIONAL+SERVICE+PROVIDERS.pdf
"Travel agency, tour operator, reservation service and related activities",Appointment of an accredited service provider for travel management services for a period of 24 months,24/08/2023,MKIQ28/2023,Moses Kotane Institute,Request for Proposal,KwaZulu-Natal,24.08.2023,04.09.2023,7 Umsinsi Junction - La Mercy - Durban - 4399,N/A,Sinenhlanhla Ngqulunga,sinenhlanhla.ngqulunga@moseskotane.com,031-266-1777,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=a82a4518-6298-46de-ae04-6ed8d05e4990.pdf&downloadedFileName=TOR%27S+TRAVEL+AGENT+08.2023.pdf
"Waste collection, treatment and disposal activities materials recovery",Skip placement for the removal of glass,24/08/2023,IZIKO CD RFQ 2023/0824,Iziko Museums of Cape Town,Request for Quotation,Western Cape,24.08.2023,31.08.2023,25 Queen Victoria Street  - Cape Town  - Cape Town - 8001,"Quotes / Proposals, and accompanying documentation, must be emailed to
 (SCM) 021 481 3917:
ndonson@iziko.org.za  and 
soupa@iziko.org.za  021 481 3889",Noleen Donson,ndonson@iziko.org.za,021-481-3917,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=b24cd512-79f6-4d9d-bf5a-25b985ed87bd.doc&downloadedFileName=SBD+4+-Bidder%27s+Disclosure.doc, https://www.etenders.gov.za/home/Download/?blobName=ca7752b4-5d24-46cb-855a-33cbbff8f982.docx&downloadedFileName=REQUEST+TO+QUOTE-.docx, https://www.etenders.gov.za/home/Download/?blobName=c64f5805-bc27-40d9-a6c3-ebc69bf08a74.docx&downloadedFileName=SBD++6.1+IN+TERMS+OF+PPR2022.docx"
Services: General,Supply and delivery of lamps,24/08/2023,RFQ160/2023,Artscape,Request for Quotation,Western Cape,24.08.2023,29.08.2023,DF Malan Street - Foreshore - Cape Town - 8000,N/A,Doughlas Human,doughlash@artscape.co.za,021-410-9800,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=8f576dfd-bfa1-45fb-a5ea-29772f682878.pdf&downloadedFileName=RFQ160+Supply+and+Delivery+of+Lamps.pdf
"Other professional, scientific and technical activities",Golden shield heritage awards (gosha) trophies and certificates to be delivered in artscape theatre centre in cape town on the 11th of september 2023,24/08/2023,RFQ NHC/2023/24/120,National Heritage Council of South Africa,Request for Quotation,Western Cape,24.08.2023,31.08.2023,24 Jan Smuts Street - Cape Town - Cape Town - 8001,None,Gugu Hlatshwayo,g.hlatshwayo@nhc.org.za,012-748-3949,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=a95f4670-d0bd-4dc1-b261-f79aa63bc9d3.pdf&downloadedFileName=RFQ+NHC-2023-24-120+-+GOSHA+Trophies+and+Certificates.pdf
"Professional, scientific and technical activities",Request for quotation for urgent supply and delivery of cs616 30 cm water content sensors (gis),24/08/2023,RFQ-071378‬‬‬.2‬‬‬,Agricultural Research Council,Request for Quotation,Gauteng,24.08.2023,28.08.2023,600 Belvedere Street - Arcadia - Pretoria - 0002,N/A,Ayanda Mhlongo,Mhlongoa@arc.agric.za,012-310-2618,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=96a86df2-339e-4c38-86df-19012885818e.xls&downloadedFileName=Local+Content+Annex+C%2CD%2CE.xls, https://www.etenders.gov.za/home/Download/?blobName=aed3d03c-349c-47d6-96c0-70688c8b996e.doc&downloadedFileName=Standard+Bidding+Document+%28SDB%29+4+-+Copy.doc, https://www.etenders.gov.za/home/Download/?blobName=70a0a9a0-185d-43cf-aede-78aeb05a883c.pdf&downloadedFileName=Revised+Specifications+for+Geoinformatics+Programme.pdf, https://www.etenders.gov.za/home/Download/?blobName=4a89d1d5-8a99-43f6-b617-c765dadc2591.docx&downloadedFileName=Urgent+Request+for+Quotation+for+Supply+and+Delivery+of+CS616+30+cm+water+content+sensors+%28GIS%29.docx, https://www.etenders.gov.za/home/Download/?blobName=f4ea17e4-1a64-45ee-9713-dfb1093b02d4.pdf&downloadedFileName=SBD+6.1+IN+TERMS+OF+PPR2022+%28002%29.pdf"
Services: Building,"Repairs, maintenance and replacement of plumbing equipment for a period of 24 months: area 1",24/08/2023,MTH31/2023,Public Works,Request for Bid(Open-Tender),Eastern Cape,24.08.2023,15.09.2023,Sutherland Street - MTHATHA - MTHATHA - 5099,"NB: Successful bidder will be subject to security clearance.
A Service Provider will be eligible to be awarded on 1 Area.",Mr Mdolomba,siphelele.mdolomba@dpw.gov.za,047-502-7037,N/A,Yes,NO,"Monday, 04 September 2023 - 10:00",On Teams Meeting ID: 357 173 216 899  Passcode: EHceYv,https://www.etenders.gov.za/home/Download/?blobName=2ff78ec8-1232-4c5a-bece-911071198cbc.pdf&downloadedFileName=Plumbing+Tender+Doc+-+Area+1.pdf
"Professional, scientific and technical activities",Request for quotation for urgent supply and delivery of s650 30 cm soil moisture & temperature sensors(gis),24/08/2023,RFQ-071376‬‬‬‬‬.1‬‬‬,Agricultural Research Council,Request for Quotation,Gauteng,24.08.2023,28.08.2023,600 Belvedere Street - Arcadia - Pretoria - 0002,N/A,Ayanda Mhlongo,Mhlongoa@arc.agric.za,012-310-2618,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=1a2b8073-a414-4492-83ec-1a0b67327727.doc&downloadedFileName=Standard+Bidding+Document+%28SDB%29+4+-+Copy.doc, https://www.etenders.gov.za/home/Download/?blobName=045184d5-36d3-40f4-8607-5459d13bdaba.docx&downloadedFileName=Urgent+Request+for+Quotation+for+Supply+and+Delivery+of+S650+30+cm+soil+moisture+%26+temperature+sensors%28GIS%29.docx, https://www.etenders.gov.za/home/Download/?blobName=f9f7d487-ed41-440f-b7e4-6803523e3f0e.pdf&downloadedFileName=Revised+Specifications+for+GIS+programme_S650+30+cm+soil+moisture+and+temperature+sensors.pdf, https://www.etenders.gov.za/home/Download/?blobName=17cd0fb4-a4a7-4272-be88-967f5173099c.pdf&downloadedFileName=SBD+6.1+IN+TERMS+OF+PPR2022+%28002%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=426f5ed7-ed4a-4aec-9088-ed429bd83711.pdf&downloadedFileName=Annexture+A-ARC+Preference+Point+System.pdf"
Services: Building,"Repairs, maintenance and replacement of plumbing equipment for a period of 24 months: area 2",24/08/2023,MTH32/2023,Public Works,Request for Bid(Open-Tender),Eastern Cape,24.08.2023,15.09.2023,Sutherland Street - MTHATHA - MTHATHA - 5099,"NB: Successful bidder will be subject to security clearance.
A Service Provider will be eligible to be awarded on 1 Area.",Mr Mdolomba,siphelele.mdolomba@dpw.gov.za,047-502-7037,N/A,Yes,NO,"Monday, 04 September 2023 - 10:00",Virtually on Teams at Meeting ID: 357 173 216 899  Passcode: EHceYv,https://www.etenders.gov.za/home/Download/?blobName=8214ee35-f2e7-4c09-afec-8efbc44d7adb.pdf&downloadedFileName=Plumbing+Tender+Doc+-+Area+2.pdf
"Other professional, scientific and technical activities",Purchasing agreement of technical support for ebi lock 950 interlocking systems for 36 months as and when required in the kzn region,24/08/2023,KZN/RAIL/2023/08/02/Q,Passenger Rail Agency of South Africa,Request for Quotation,KwaZulu-Natal,24.08.2023,05.09.2023,65 MASABALALA YENGWA AVENUE - DURBAN STATION - DURBAN - 4001,"BID DOCUMENTS MUST BE DOWNLOADED FROM E-TENDERS WEBSITE OR CAN BE REQUESTRED BY E-MAIL FROM JZwane@metrorail.co.za
BID RESPONSE DOCUMENTS  MUST BE E-MAILED TO: Metkznquote3 @prasa.com",JOHNSON ZWANE,jzwane@metrorail.co.za,031-813-0102,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=d937972d-4267-40f4-826a-c7c02b1582c9.pdf&downloadedFileName=KZN-RAIL-2023-08-02-Q.pdf
Manufacture of furniture,"Supply, delivery, off-loading and assembling of office furniture and equipment for city of mbombela",24/08/2023,COM114/2023,Mbombela Local Municipality,Request for Bid(Open-Tender),Mpumalanga,24.08.2023,01.09.2023,1 Nel Street Mbombela Civic Centre  - Sonheuwel - Mbombela - 1200,See bid document for special conditions.,Thokozani Ncongwane,thokozani.ngcongwane@mbombela.gov.za,013-759-9024,013-759-9024,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=4c876db1-5215-496b-88df-52dc4ee2cc44.pdf&downloadedFileName=COM114-2023+SUPPLY+DELIVERY+OFF-LOADING+AND+ASSEMBLING+OF+OFFICE+FURNITURE+AND+EQUIPMENT+FOR+CITY+OF+MBOMBELA.pdf, https://www.etenders.gov.za/home/Download/?blobName=5fc3bc1e-7b69-48ca-8523-c9392f9a9126.pdf&downloadedFileName=COM114-2023+SUPPLY+AND+DELIVERY+OF+OFFICE+FURNITURE+AND+EQUIPMENT+FOR+CITY+OF+MBOMBELA_.pdf"
Services: Building,Security alarm monitoring & response,24/08/2023,REQ11126,National Economic Development and Labour Council,Request for Quotation,Gauteng,24.08.2023,08.09.2023,14A Jellicoe Avenue - Ro - Johannesburg - 2196,N/A,Joyce Tongwane,joyce@nedlac.org.za,060-771-0485,N/A,Yes,Yes,"Wednesday, 30 August 2023 - 12:30","Nedlac House, 14A Jellicoe Avenue Rosebank",https://www.etenders.gov.za/home/Download/?blobName=aff54b17-3384-423a-a43a-1ee6f1cc779b.docx&downloadedFileName=REQUEST+FOR+QUOTATION++SBD+FORMS.docx
Services: Professional,Appointment of a service provider for development of a tourism sector plan for city of mbombela,24/08/2023,COM109/20223,Mbombela Local Municipality,Request for Bid(Open-Tender),Mpumalanga,24.08.2023,01.09.2023,1 Nel Street Mbombela Civic Centre - Sonheuwel - Mbombela - 1200,See bid document for special conditions.,Pumla Shongwe,pumla.shongwe@mbombela.gov.za,013-759-9077,013-759-9077,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=3f4c38ae-a6bc-47d5-95b7-7cfe2722fb13.pdf&downloadedFileName=COM109-2023+APPOINTMENT+OF+A+SERVICE+PROVIDER+FOR+DEVELOPMENT+OF+A+TOURISM+SECTOR+PLAN+FOR+CITY+OF+MBOMBELA+%283%29+%283%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=68397ae7-5cc6-4a48-81b1-809deb988ffb.pdf&downloadedFileName=COM109-2023+APPOINTMENT+OF+A+SERVICE+PROVIDER+FOR+DEVELOPMENT+OF+A+TOURI....pdf"
Supplies: General,"Quantity of 10 blade saw 800mm dia bore i/d 80mm tooth width 7mm 3 teeth per segment tooth pitch 34,94mm lockpin 27mm x 160mm pitch, if any more info is required regarding the saw blades please contact frans melete at 0678413486",24/08/2023,364078,DENEL (Pty) Ltd,Request for Bid(Limited-Tender,Gauteng,24.08.2023,01.09.2023,150 Staal Road - Pretoria West - Pretoria - 0001,"All tenders needs to be send to tenders@pmp.co.za or by hand sealed in an envelope in the tender box at the admin at 1 Ruth First Street, Lotus Gardens, 0008",Senty Moatlhudi,senty.moatlhudi@pmp.co.za,012-318-1051,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=4dffe7cf-563f-462e-87f9-0e52875ab522.pdf&downloadedFileName=Tender+364078+Document.pdf, https://www.etenders.gov.za/home/Download/?blobName=5eae4c00-d64b-42b5-82d3-191505d509f7.pdf&downloadedFileName=SBD+Documents.pdf"
Construction of buildings,Construction of  emergency  entrance/exit in the chamber room,24/08/2023,REQ11145,National Economic Development and Labour Council,Request for Quotation,Gauteng,24.08.2023,11.09.2023,14A Jellicoe Avenue - Rosebank - Johannesburg - 2196,N/A,Joyce Tongwane,joyce@nedlac.org.za,060-771-0485,N/A,Yes,Yes,"Wednesday, 30 August 2023 - 14:00","Nedlac House, 14A Jellicoe Avenue Rosebank",https://www.etenders.gov.za/home/Download/?blobName=33eb7a17-40ec-448a-a0a2-6adf3855c26f.docx&downloadedFileName=REQUEST+FOR+QUOTATION++SBD+FORMS.docx
Administrative and support activities,Provision of vegetation control at majuba power station,24/08/2023,MPMAJ10780GX,ESKOM,Request for Bid(Open-Tender),Mpumalanga,24.08.2023,18.09.2023,Majuba Power Station - Volksrust - Volksrust/Amersfoort - 2470,N/A,Matome  Keetse,keetsemb@eskom.co.za,017-799-2323,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=bdc048b1-9568-4c35-ab53-061a57a84d67.docx&downloadedFileName=SHE+SPEC+LOW+RISK+SERVICES.docx, https://www.etenders.gov.za/home/Download/?blobName=fb527f11-a117-4f38-9d57-0df5624cfe3d.pdf&downloadedFileName=1+Invitation_to_Tender+latest+%28002%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=198a00a0-48bc-4690-a9ba-0fe5b39e21a8.pdf&downloadedFileName=List+of+returnable+for+Provision+of+Vegetation+control.pdf, https://www.etenders.gov.za/home/Download/?blobName=dff150ff-f20a-4d88-9ef1-11a04c6df5c7.docx&downloadedFileName=SBD+6.1+in+terms+of+PPR+2017.docx, https://www.etenders.gov.za/home/Download/?blobName=fcab698a-c047-47ea-a7b0-193974473ae8.docx&downloadedFileName=SBD+6.2+Local+Content+in+terms+of+PPR+2017-+Ash+and+e+dump+cleaning.docx, https://www.etenders.gov.za/home/Download/?blobName=72361e3b-8dab-4fb1-85b5-23f0044f095e.pdf&downloadedFileName=Form+A-+Provision+of+vegetation.pdf, https://www.etenders.gov.za/home/Download/?blobName=78ce7f42-2109-4ed5-b599-3cc5b4f3e9cd.doc&downloadedFileName=C2++TSC3+Pricing+Data+Option+A.doc, https://www.etenders.gov.za/home/Download/?blobName=d46c881b-5fd8-4920-95bd-3fdaee784036.doc&downloadedFileName=C0+TSC3+Contract+cover+pages+%281%29.doc, https://www.etenders.gov.za/home/Download/?blobName=6dea86b2-3164-469d-b6bd-42055f054c5a.xlsx&downloadedFileName=Vegetation+Contract+Technical+Evaluation+Metrix.xlsx, https://www.etenders.gov.za/home/Download/?blobName=54fe9d00-181f-439b-af77-4d3a56fb44b7.doc&downloadedFileName=C1+2b+TSC3+Data+by+Contractor+%282%29.doc, https://www.etenders.gov.za/home/Download/?blobName=cc3da3c8-d296-418f-9e58-684cab402302.doc&downloadedFileName=C3+1+TSC3+Scope+of+Work+for+Vegetation+control+and+Fire+Breaks+Rev+0.3+-+11+Aug+2023+XY.doc, https://www.etenders.gov.za/home/Download/?blobName=269c9d9a-2eab-44cd-90e1-6a7b57f9a3dc.doc&downloadedFileName=C1+2a+TSC3+Data+by+Employer+%282%29.doc, https://www.etenders.gov.za/home/Download/?blobName=d1eea25f-70c9-4d17-bcb3-89bf7f96fb0d.doc&downloadedFileName=C1+1+TSC3+Offer+Acceptance.doc, https://www.etenders.gov.za/home/Download/?blobName=edca4bbd-d764-4eb6-892d-9f3b81829a66.pdf&downloadedFileName=4+Annexure+F3+-+Imports+Declaration-Supporting+schedule+to+Annex+C%28annex+D%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=a9c19a47-dba7-492a-98c5-a1097f016812.pdf&downloadedFileName=Environmental+Requirements+for+Contractors+and+Suppliers+Rev+2-+Mar+2022+SN.pdf, https://www.etenders.gov.za/home/Download/?blobName=042d9c34-449e-4525-b994-a112219df14e.pdf&downloadedFileName=3+Annexure+F2-+Local+Content+Declaration+Summary+Schedule+Anneure+C.pdf, https://www.etenders.gov.za/home/Download/?blobName=d40542c7-fe1b-4cfd-ba9b-b247fce77e60.docx&downloadedFileName=SDL%26I+target+setting+strategy+-+Vegetation+Control.docx, https://www.etenders.gov.za/home/Download/?blobName=f8fa3c1d-5f42-4805-9c2e-ca69307e61e7.docx&downloadedFileName=Supplier+Declaration.docx, https://www.etenders.gov.za/home/Download/?blobName=289a5225-8454-4e11-80a6-e6cf1983b839.pdf&downloadedFileName=5+Annexure+F4+-+Local+Content+Declaration-Supporting+Schedule+to+Annex+C+%28annex+E%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=3d5be6b9-748c-4e1d-a049-f5bae01b441f.docx&downloadedFileName=Non-Disclosure+Agreement+%28NDA%29+%28Generic%29.docx"
Services: Building,"Repairs, maintenance and replacement of plumbing equipment for a period of 24 months: area 3",24/08/2023,MTH33/2023,Public Works,Request for Bid(Open-Tender),Eastern Cape,24.08.2023,15.09.2023,"Sutherland Street , PRD - MTHATHA - MTHATHA - 5099","NB: Successful bidder will be subject to security clearance.
A Service Provider will be eligible to be awarded on 1 Area.",Mr. S. Mdolomba,siphelele.mdolomba@dpw.gov.za,047-502-7037,N/A,Yes,NO,"Monday, 04 September 2023 - 10:00",Virtually on Teams at Meeting ID: 357 173 216 899  Passcode: EHceYv,https://www.etenders.gov.za/home/Download/?blobName=812ec0f7-932f-444b-94db-5bad9e85dbfa.pdf&downloadedFileName=Plumbing+Tender+Doc+-+Area+3.pdf
Services: Building,"Repairs, maintenance and replacement of plumbing equipment for a period of 24 months: area 4",24/08/2023,MTH34/2023,Public Works,Request for Bid(Open-Tender),Eastern Cape,24.08.2023,15.09.2023,"Sutherland Street , PRD - MTHATHA - MTHATHA - 5099","NB: Successful bidder will be subject to security clearance.
A Service Provider will be eligible to be awarded on 1 Area.",Mr. S. Mdolomba,siphelele.mdolomba@dpw.gov.za,047-502-7037,N/A,Yes,NO,"Monday, 04 September 2023 - 10:00",Virtually on Teams at Meeting ID: 357 173 216 899  Passcode: EHceYv,https://www.etenders.gov.za/home/Download/?blobName=948241e5-d417-46ca-a800-efb7b8c0c50e.pdf&downloadedFileName=Plumbing+Tender+Doc+-+Area+4.pdf
Construction,"Znb02046/00000/00/hlu/inf/23/t:blading maintanance of roads d1843,d1850,d1881,d1846,d1849,l2885 and l878 under umhlabuyalingana local municipality",24/08/2023,ZNB02046/00000/00/HLU/INF/23/T,Kwazulu Natal - Transport,Request for Bid(Open-Tender),KwaZulu-Natal,24.08.2023,05.10.2023,"Lot 871 Main Road, Hluhluwe - Hluhluwe - Hluhluwe - 3960",Document will not be sold service providers are requested to download them on departmental website www.kzntransport or www.etenders.gov.za,Thamsanqa Mthethwa,Thamsanqa.mthethwa@kzntransport.gov.za,035-562-0261,035-562-0017,Yes,Yes,"Monday, 04 September 2023 - 10:00","Department of Transport, Lot 871 Main Road, Hluhluwe","https://www.etenders.gov.za/home/Download/?blobName=316adc7b-5078-4f56-9830-a8050982697c.pdf&downloadedFileName=CONTRACT+SECTION-ZNB02046-00000-00-HLU-INF-23-T.pdf, https://www.etenders.gov.za/home/Download/?blobName=bb2c7f05-d944-4f51-95dc-f2babea4b5dc.pdf&downloadedFileName=TENDER+SECTION-ZNB02046-00000-00-HLU-INF-23.pdf"
Services: Building,"Repairs, maintenance and replacement of plumbing equipment for a period of 24 months: area 5",24/08/2023,MTH35/2023,Public Works,Request for Bid(Open-Tender),Eastern Cape,24.08.2023,15.09.2023,"Sutherland Street , PRD - MTHATHA - MTHATHA - 5099","NB: Successful bidder will be subject to security clearance.
A Service Provider will be eligible to be awarded on 1 Area.",Mr. S. Mdolomba,siphelele.mdolomba@dpw.gov.za,047-502-7037,N/A,Yes,NO,"Monday, 04 September 2023 - 10:00",Virtually on Teams at Meeting ID: 357 173 216 899  Passcode: EHceYv,https://www.etenders.gov.za/home/Download/?blobName=127db9cd-6313-4565-b881-bb53d9694703.pdf&downloadedFileName=Plumbing+Tender+Doc+-+Area+5.pdf
Food and beverage service activities,"Request for potential service providers to submit a quotation to aidc for long term catering (lunch only) services as and when required for 200 learners (q2, q3, q4 that is (september-march 2024)",24/08/2023,015684,Automotive Industry Development Centre (AIDC),Request for Quotation,Gauteng,24.08.2023,30.08.2023,"30 Helium Road, Rosslyn ext 2 - Rosslyn - Pretoria - 0020",This is a re-advertisement as the previous RFQ needed some details clarified. Please submit your quotation to quotations@aidc.co.za and do not copy me or any of AIDC employees.,Ali Malefo,amalefo@aidc.co.za,012-564-5043,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=0c968041-c169-44d5-bd7d-01a73f908cfa.pdf&downloadedFileName=SBD+6.1+IN+TERMS+OF+PPR2022-++Catering+Chamdor+%281%29.pdf, https://www.etenders.gov.za/home/Download/?blobName=b8709aad-f904-4c80-a354-654647d32f2d.pdf&downloadedFileName=RFQ+LESS+THAN+R1M+WITHOUT+FUNCTIONALITY+V3+LONG+TERM+CATERING+SERVICES.pdf, https://www.etenders.gov.za/home/Download/?blobName=9f9e1323-f7ce-4a16-85d4-f5b08883e0b7.pdf&downloadedFileName=Standard+Bidding+Document+%28SDB%29+4_.pdf"
Services: General,"Re- advert - vegetation control in rail reserves, yards and infrastructure assets within area south of the metrorail western cape region for a period of 30 months",24/08/2023,Re - Advert - 10340557/2023/CTN/INFRA,Passenger Rail Agency of South Africa,Request for Quotation,Western Cape,24.08.2023,12.09.2023,"Infrastructure Warehouse, Off Malta Road, Salt River, Cape Town - SALTRIVER - Cape Town - 7925","*Briefing is compulsory 
*Bidders are required to have a copy of the RFQ document with them. 
*Only 15 minutes grace will be allowed, thereafter the door to the briefing venue will be close and locked.
*It is the responsibility of the bidder to familiarise themselves of the briefing venue, PRASA will not be held accountable for bidders who get lost
*To be able to view the link (pictures & videos) of the scope of works, you must have a google account",Nomathamsanqa,Nomathamsanqa.Mbambe@prasa.com,021-449-3168,N/A,Yes,Yes,"Thursday, 31 August 2023 - 10:00","BAORDROOM 163,INFRASTRUCTURE BUILDING, OFF MALTA ROAD, SALTRIVER","https://www.etenders.gov.za/home/Download/?blobName=f723e094-e98d-4eb1-8489-1b6b0659e0ff.docx&downloadedFileName=Vegetation+Control+South+2023+RFQ+-+24-08-2-23.docx, https://www.etenders.gov.za/home/Download/?blobName=97f2249c-fe9b-4bd0-b2bd-6218e7703f37.htm&downloadedFileName=1qU_ozzQ0S693hJpwbzKXdSQJD2EboobD.htm"
Advertising and market research,Disposal of land for recycling purposes,24/08/2023,NKA/SITES/2023/24/01,Nkandla Local Municipality,Request for Bid(Open-Tender),KwaZulu-Natal,24.08.2023,14.09.2023,LOT 292 MAREE ROAD - NKANDLA - NKANDLA - 3855,N/A,MS LN MTSHALI,Lethiwe.Mtshali@nkandla.gov.za,035-833-2040,N/A,Yes,Yes,"Wednesday, 30 August 2023 - 10:00",MUNICIPAL SMALL BOARDROOM,https://www.etenders.gov.za/home/Download/?blobName=f76796c5-e5c6-4068-90a2-f34a62d8f0a4.PDF&downloadedFileName=Disposal+of+land-Advert.PDF
Other service activities,Printing & framing of photographs,24/08/2023,HSRC 26807,Human Sciences Research Council,Request for Quotation,National,24.08.2023,30.08.2023,134 Pretorius - Pretoria - Pretoria - 0002,"Please quote HSRC on printing and framing of photographs according to attached specification.
Kindly complete attached SBD Form and submit with quote and CSD report by Wednesday 30 August 2023@15:00PM",Mavis Magoleng,mmagoleng@hsrc.ac.za,012-302-2179,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=3567753f-2666-4b41-8367-e7ed2c316b46.pdf&downloadedFileName=Specification+for+prints+%26+framing.pdf, https://www.etenders.gov.za/home/Download/?blobName=d6942052-f56e-4106-b18a-fcb9b3569ce0.docx&downloadedFileName=Standard+Bidding+Document+%28SDB%29+4_Annexure+A+%281%29.docx"
Other service activities,"Denel pmp (church street) is inviting via a competitive bidding process, suitably, qualified, reliable, experienced service providers with proven capabilities to supply the following ammunition:
•1,000,000 rounds 5,56mm x 45mm  / 223 remington full metal jacket ammunition.
•3,000,000 rounds 9 x 19mm parabellum / luger full metal jacket ammunition",24/08/2023,364085,DENEL (Pty) Ltd,Request for Bid(Open-Tender),Gauteng,24.08.2023,15.09.2023,1 Ruth First Street  - Lotus Gardens - Pretoria - 0008,N/A,Philip Nel,phillip.nel@pmp.co.za,012-318-1064,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=bccd3c55-9477-4816-a8fb-44b6f56500b9.pdf&downloadedFileName=364085+Ammunition+Tender.pdf
Other service activities,Cestii 20 years exhibition materials,24/08/2023,HSRC 26899,Human Sciences Research Council,Request for Proposal,National,24.08.2023,30.08.2023,134 Pretorius - Pretoria - Pretoria - 0002,N/A,Mavis Magoleng,mmagoleng@hsrc.ac.za,012-302-2179,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=fb246299-6426-41ad-b1e3-47e1688bf164.docx&downloadedFileName=CeSTII+20+Years+Exhibition+Materials+-+Photography.docx, https://www.etenders.gov.za/home/Download/?blobName=b336004e-cb2b-42f3-bb79-66ede70aa0fd.pdf&downloadedFileName=SBD+6.1+IN+TERMS+OF+PPR2022.pdf, https://www.etenders.gov.za/home/Download/?blobName=4e33971e-18a4-4d83-be89-ce7cd5185318.docx&downloadedFileName=Standard+Bidding+Document+%28SDB%29+4_Annexure+A+%281%29.docx"
Services: Professional,"Appointment of a service provider to provide an occupational health safety training
for sanral employees",24/08/2023,SANRAL HO SANRAL HO 65210/1027/2023/HRT07,South African National Roads Agency Soc Limited (SANRAL),Request for Quotation,National,24.08.2023,12.09.2023,38 Ida Street - Menlo Park - Pretoria  - 0081,N/A,ProcurementHO7@sanral.co.za,ProcurementHO7@sanral.co.za,012-844-8000,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=0c837cdd-faab-433a-b6fd-15777125141d.pdf&downloadedFileName=RFQ+NO+SANRAL+HO+65210-1027-2023-HRT07.pdf
"Professional, scientific and technical activities",Provision for a panel of professional quantity surveyor engineering consultants,24/08/2023,Service 5,Majuba Tvet college,Request for Proposal,KwaZulu-Natal,24.08.2023,14.09.2023,83 Allen Street - CBD - CBD  - 2940,Please see the attached advert for further details,Peggy Mazibuko,peggy.mazibuko@majuba.edu.za,034-326-4888,034-326-4111,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=9c06dd79-1682-45a0-890b-006d189cd3c2.pdf&downloadedFileName=PROFESSIONAL+SERVICE+PROVIDERS.pdf
Supplies: General,"Supply and delivery of ruthenium powder, 200 mesh, 99.99% metal basis",24/08/2023,iLABS/RFQ 2023/24:95,National Research Foundation,Request for Quotation,Western Cape,24.08.2023,28.08.2023,Old Faure Road - Cape Town - Cape Town - 7131,N/A,Ms. Lee-Ann Benjamin/ Dr. Ntombi Kheswa,scm1@tlabs.ac.za,021-843-1381,N/A,NO,NO,,,https://www.etenders.gov.za/home/Download/?blobName=6f0a907a-6e98-411b-821f-4c11777b7f2d.pdf&downloadedFileName=RFQ.pdf
Services to buildings and landscape activities,"Supply and installation of  round tubes, coils etc at arc bethlehem branch",24/08/2023,SG-RFQ16549,Agricultural Research Council,Request for Quotation,Free State,24.08.2023,31.08.2023,"R76, Lindley Road - Blydskapweg - Bethlehem - 9700",N/A,Mr Khumbulani Nteto,mahlabar@arc.agric.za,058-307-3468,N/A,NO,NO,,,"https://www.etenders.gov.za/home/Download/?blobName=61f29662-bcf8-484c-a20c-7c4ba2ba1a29.pdf&downloadedFileName=SBD+6.1+Regulation+2022.pdf, https://www.etenders.gov.za/home/Download/?blobName=5e06edb5-7a82-426c-97cf-b31cf5312853.pdf&downloadedFileName=SBD+4+-+new.pdf, https://www.etenders.gov.za/home/Download/?blobName=82832814-b249-4d06-9cbd-bcfab1556817.rtf&downloadedFileName=RFQ16549.rtf"
